,title,label
3202,Provide default instance for ByteSource in NullPointerTester (et al),ENHANCEMENT
3203,Canonical form of RangeSets<A> involving A's max value is problematic,ENHANCEMENT
3204,CharSink#openBufferedStream() should return a BufferedStream,ENHANCEMENT
3205,"""BufferSize"" and ""Prepend/Postpend"" on Joiner",ENHANCEMENT
3206,RateLimiter that provide fairness guarantees,ENHANCEMENT
3207,Reduce duplication in UninterruptiblesTest,ENHANCEMENT
3208,Different visibility of ImmutableCollection.Builder in guava and guava-gwt,ENHANCEMENT
3209,Consider alternative to EventBus's re-entrant event queueing strategy,ENHANCEMENT
3210,Futures.transform and friends do excessive locking when defaulting to sameThreadExecutor(),ENHANCEMENT
3211,Perhaps MoreExecutors.shutdownAndAwaitTermination() should return the unexecuted tasks,ENHANCEMENT
3212,MediaType isn't lenient enough for real-world media types,ENHANCEMENT
3213,"Range.OfXX, where XX is a primitive type?",ENHANCEMENT
3214,Iterators.limit and Iterables.limit should use long rather than int,ENHANCEMENT
3215,Method to wrap an exception in a RuntimeException.,ENHANCEMENT
3216,Special case for SpannedStrings in Joiner,ENHANCEMENT
3217,Add a built in default value for MediaType in NullPointerTester (and related),ENHANCEMENT
3218,Improve the error message thrown from MediaType.parse,ENHANCEMENT
3219,Make HashingOutputStream require that the stream be closed before retrieving hash,ENHANCEMENT
3220,Use singletons for commonly used null first and nulls last comparisons,ENHANCEMENT
3221,Remove all references to unsupported Java API classes.,ENHANCEMENT
3222,Return Optional.absent() if value is null in Enums.getIfPresent,ENHANCEMENT
3223,let @VisibleForTesting tells original visibility of annotated element,ENHANCEMENT
3224,MapMakerInternalMap potential performance improvement?,ENHANCEMENT
3225,Make Nested Classes of Predicates Public,ENHANCEMENT
3226,Rename Files to not conflict with java.nio.file.Files,ENHANCEMENT
3227,Do our tests with suite() methods need to add themselves?,ENHANCEMENT
3228,add a GWT serializer for the Range class,ENHANCEMENT
3229,Add to Uninterruptibles,ENHANCEMENT
3230,Make Files.newReader() etc. more defensive against possible exceptions,ENHANCEMENT
3231,CaseFormatter's Best Effort Is Nondeterministic,ENHANCEMENT
3232,Should HashingOutputStream.write make a copy of the byte[] before passing it to the Hasher?,ENHANCEMENT
3233,Iterables.partition() produces NotSerializable items,ENHANCEMENT
3234,Add factory method to RateLimiter to allow setting maxBurstSeconds,ENHANCEMENT
3235,MapSplitter should provide way to silently ignore incorrect key/value combination,ENHANCEMENT
3236,Figure out how to make forwarding collections less bug-prone and easier to use,ENHANCEMENT
3237,ImmutableTable is not serializable in r15,ENHANCEMENT
3238,Unit Test CacheBuilder/Cache's configured values (expireAfterAccess and maximumSize),ENHANCEMENT
3239,Option to add trailing delimiter to Joiner,ENHANCEMENT
3240,Stop special-casing UndeclaredThrowableException in Futures.transform(),ENHANCEMENT
3241,Ordering.explicit(List<T> valuesInOrder) should use Collection,ENHANCEMENT
3242,AbstractIterator: allow GC of previously returned element,ENHANCEMENT
3243,EvictingQueue does not implement Serializable,ENHANCEMENT
3244,EventBus: handling events on different pools based on method tags,ENHANCEMENT
3245,SimpleTimeLimiter,ENHANCEMENT
3246,Add support for the base32 alphabet Douglas Crockford produced,ENHANCEMENT
3247,It's easy to forget to call EqualsTester.testEquals(),ENHANCEMENT
3248,Settle on an interface for Futures.allAsList/successfulAsList (and Google-internal allAsMap/successfulAsMap),ENHANCEMENT
3249,CharMatcher.retainFrom allocates a new CharMatcher each time it's called,ENHANCEMENT
3250,AsyncEventBus: @AllowConcurrentEvents doesn't work with a (cglib) proxy,ENHANCEMENT
3251,ImmutableSet.toArray() redundant null checking,ENHANCEMENT
3252,Move HashCodes static methods to HashCode,ENHANCEMENT
3253,What should HashCode#hashCode() return when there's more than 4 bytes?,ENHANCEMENT
3254,LoadingCache.get blocks all waiting threads. Better with an addListener method?,ENHANCEMENT
3255,Provide API access to details used for Timed Evictions in Caches.,ENHANCEMENT
3256,nullToEmpty for collections?,ENHANCEMENT
3257,Modularize guava,ENHANCEMENT
3258,Make Futures.preferringStrings newWithCause more robust,ENHANCEMENT
3259,Evaluate some other Google-internal Future utilities for public release in Futures.java,ENHANCEMENT
3260,Resource.getResource is getting the classloader in a potentially undesired way for web applications,ENHANCEMENT
3261,"Private helper copyResult(Future input, AbstractFuture output)",ENHANCEMENT
3262,Document use of Strings.emptyToNull() in Joiner Javadoc,ENHANCEMENT
3263,MutableClassToInstanceMap should implement Serializable,ENHANCEMENT
3264,We should one day implement the TODO for an efficient ImmutableMultiset.asList(),ENHANCEMENT
3265,Should Objects.equal handle arrays with Arrays.equals?,ENHANCEMENT
3266,Feature request: add support for transforming a tuple of futures into a single future,ENHANCEMENT
3267,Defaults does not handle the non-primitive class of a privitive,ENHANCEMENT
3268,"Add generic type parameter to Ordering#allEqual(), #usingToString() and #arbitrary()",ENHANCEMENT
3269,Feature Request: add logging to ServiceManager.stopAsync,ENHANCEMENT
3270,Add omitEmpty collections to toStringHelper?,ENHANCEMENT
3271,Preconditons.checkNotNull should be marked as (returning) @Nonnull,ENHANCEMENT
3272,"Add ability to specify custom comparor for Set operations (difference, intersection)",ENHANCEMENT
3273,"Join String over Function<Object, String>",ENHANCEMENT
3274,Preconditions with return of item checked,ENHANCEMENT
3275,Optional.eq a type safe equals,ENHANCEMENT
3276,MutableClassToInstanceMap#create should use a ConcurrentHashMap by default,ENHANCEMENT
3277,add Splitter.retainDelimiters() to retain delimiter after spliting,ENHANCEMENT
3278,Unnecessary memory usage in FileByteSource#read,ENHANCEMENT
3279,Add HostAndPort fromUri method,ENHANCEMENT
3280,Add method to decrement permits in RateLimiter,ENHANCEMENT
3281,add toHexString/fromHexString to Bytes,ENHANCEMENT
3282, TypeToken.rejectTypeVariables,ENHANCEMENT
3283,FluentIterable.transformAndConcat should have a more generic signature,ENHANCEMENT
3284,Make EventBus subclass friendly,ENHANCEMENT
3285,Interners should allow more inspection,ENHANCEMENT
3286,Remove synchronized keyword from ServiceManager.ServiceListener#startupTimeMillis(),ENHANCEMENT
3287,Interners class should offer initialCapacity constructors,ENHANCEMENT
3288,Call flush() before calling close() on streams in ByteSink and CharSink,ENHANCEMENT
3289,Split the Guava jar into atomic Maven packages,ENHANCEMENT
3290,New public suffixes for InternetDomainName sometime after April 23,ENHANCEMENT
3291,Add explicitly named static factories to Stopwatch instead of the ambiguous ctor,ENHANCEMENT
3292,Rename Enums.getIfPresent to tryParse?,ENHANCEMENT
3293,Consider adding PrimitiveSink#putLongs(long[]) #putDoubles(double[]) etc.,ENHANCEMENT
3294,HashCode#asBytes() should really be #toByteArray(),ENHANCEMENT
3295,Support Ints.tryParse under GWT,ENHANCEMENT
3296,@Beta should accept a description,ENHANCEMENT
3297,Decoupling Constraint from Collection framework and reducing method coupling,ENHANCEMENT
3298,Serializable ImmutableTable,ENHANCEMENT
3299,Deprecate Sets.newSetFromMap,ENHANCEMENT
3300,BaseEncoder.base64() should accept newlines,ENHANCEMENT
3301,Support for custom HandlerFindingStrategy in EventBus,ENHANCEMENT
3302,Consistently apply @Nullable to methods when they can return null,ENHANCEMENT
3303,RFE [Patch included] add more informational message to StopWatch-Exceptions,ENHANCEMENT
3304,HandlerFindingStrategy is not replaceable,ENHANCEMENT
3305,Better toString for CharMatcher,ENHANCEMENT
3306,Refresh proactively as part of periodic cache maintenance?,ENHANCEMENT
3307,It should be an error for refreshAfterWrite >= expireAfterWrite,ENHANCEMENT
3308,Consider refactoring CharMatcher to use static factory methods instead of static constants,ENHANCEMENT
3309,Incompatible change to Byte/LineProcessor,ENHANCEMENT
3310,Drop or improve support for Channels,ENHANCEMENT
3311,Make Iterables.unmodifiableIterable(Iterable<T>) return UnmodifiableIterable<T>,ENHANCEMENT
3312,Provide a way to surpress events being published,ENHANCEMENT
3313,Concurrent LIRS cache implementation,ENHANCEMENT
3314,"Guava's GcFinalization was written for caliper, so caliper should probably use it",ENHANCEMENT
3315,Add methods to ImmutableMap to improve generic inferencing.,ENHANCEMENT
3316,Precondition methods that always fail for if statements,ENHANCEMENT
3317,post to asynceventbus don't work with persistence,ENHANCEMENT
3318,Detect non-distinct hash codes in EqualsTester,ENHANCEMENT
3319,Suggestion to support arbitrary chaining with subclasses of FluentIterable,ENHANCEMENT
3320,"Improve Files.toString(File, Charset)",ENHANCEMENT
3321,Improve Sets.immutableEnumSet(Iterable<E> elements) to avoid copying when possible,ENHANCEMENT
3322,Please add rich Strings.format(),ENHANCEMENT
3323,Make EventHandler a public class,ENHANCEMENT
3324,Eventbus using JUL (java.util.logging) performance problems with SLF4J,ENHANCEMENT
3325,Generic Push interface that is the opposite of an iterator,ENHANCEMENT
3326,Array handling in Objects#toStringHelper,ENHANCEMENT
3327,ThreadLocal not cleared by EventBus.dispatchQueuedEvents,ENHANCEMENT
3328,Request additional functionality for CacheBuilder.from(String spec),ENHANCEMENT
3329,Support a Least Frequently Used (LFU) based cache evictions ,ENHANCEMENT
3330,Preconditions.checkNotNull should have @Nullable on 'reference' parameter,ENHANCEMENT
3331,Methods that take a @Nullable default param should have return type marked as @Nullable as well,ENHANCEMENT
3332,CacheLoader LoadAll() method to have support for Empty Paramters for caching prepopulated data. ,ENHANCEMENT
3333,"LineBuffer only treats \r, \n and \r\n as line separators",ENHANCEMENT
3334,non-blocking ConcurrentBloomFilter?,ENHANCEMENT
3335,Better way to share overrideable CacheBuilder defaults across caches,ENHANCEMENT
3336,BloomFilter should have an asPredicate() view,ENHANCEMENT
3337,CharMatcher.anyOf() missing #toString for the 2 character case,ENHANCEMENT
3338,FluentIterable.toString should delegate to the wrapped Iterable,ENHANCEMENT
3339,"Drop the ""Immutable"" from the ""toImmutable[Set, etc.]"" methods on FluentIterable?",ENHANCEMENT
3340,Guava LinkedListMultimap not Serializable,ENHANCEMENT
3341,Add SafeVarargs annotations,ENHANCEMENT
3342,Bloom filter : changing expected insertions number from int to long,ENHANCEMENT
3343,Prefix and Suffix for Joiner,ENHANCEMENT
3344,Implement Comparable for Stopwatch,ENHANCEMENT
3345,ImmutableMultiset.elementSet() should return ImmutableSet,ENHANCEMENT
3346,ToStringHelper.omitAbsentValues(),ENHANCEMENT
3347,Could we add .metadata/ to .gitignore please?,ENHANCEMENT
3348,Add Cache.getWeight(),ENHANCEMENT
3349,Allow custom handler finding strategy in event bus,ENHANCEMENT
3350,BloomFilter should support zero expected insertions,ENHANCEMENT
3351,AutoCloseable for Closeables,ENHANCEMENT
3352,Make it easier to override Iterator in ForwardingXXX,ENHANCEMENT
3353,HostAndPort is not serializable,ENHANCEMENT
3354,Reimplement and deprecate Sets.newSetFromMap (but no removing it),ENHANCEMENT
3355,Rare(?) need for CacheBuilder to support identity equality with strong keys,ENHANCEMENT
3356,Implement #toString for the Iterable returned by Splitter#split,ENHANCEMENT
3357,Service should support adding callbacks (and blocking waits?) on all state-changes w/o side-effects,ENHANCEMENT
3358,AbstractIterable,ENHANCEMENT
3359,Cache should provide public gettesr for all cache properties,ENHANCEMENT
3360,Remove raw types support,ENHANCEMENT
3361,add ability to create Inet6Address from ipv4-mapped ipv6 address,ENHANCEMENT
3362,A write-through Converter.convertAll(List),ENHANCEMENT
3363,Dynamic memory growth rates for collections,ENHANCEMENT
3364,Request to make Joiner serializable,ENHANCEMENT
3365,Some auxiliary collections are not serializable,ENHANCEMENT
3366,"request for Channels.readFully(ReadableByteChannel, ByteBuffer)",ENHANCEMENT
3367,Add Ordering.noEffect(),ENHANCEMENT
3368,"Request Map.transformValues() that accepts inverse function, thereby allowing put(), etc.",ENHANCEMENT
3369,Provide ByteOrder variants of primitive conversions,ENHANCEMENT
3370,Concrete implementations of HashCode are not serializable,ENHANCEMENT
3371,CharMatcher - @Beta removal request,ENHANCEMENT
3372,Add FluentIterable.transformAndConcat,ENHANCEMENT
3373,"EventBus notifying only public subscriber methods, also not issuing exception",ENHANCEMENT
3374,Add Iterables.isOnlyElement,ENHANCEMENT
3375,MediaType parser too strict,ENHANCEMENT
3376,Provide parse and toString methods in UnsignedBytes,ENHANCEMENT
3377,SortedMultiset.elementSet should return NavigableSet,ENHANCEMENT
3378,Implement HashMap alternative for an arbitrary HashFunction/Funnel,ENHANCEMENT
3379,Add Maps Helper for HashMaps that use Equivalences,ENHANCEMENT
3380,ByteArrayDataInput needs an available() method,ENHANCEMENT
3381,ByteStreams readFully method should return the byte array,ENHANCEMENT
3382,Allow to pass a custom base directory to `Files.createTempDir`,ENHANCEMENT
3383,Implement an OptionalFunction that would allow for a Chain-of-responsibility pattern,ENHANCEMENT
3384,`MediaType.parse(String)` is very strict WRT parameter separators,ENHANCEMENT
3385,Suggested media types,ENHANCEMENT
3386,"ensure ""lexicographical"" order in Sets.cartesianProduct",ENHANCEMENT
3387,Make Equivalence.Wrapper implement Supplier,ENHANCEMENT
3388,FileBackedOutputStream: Add possibility to customize name of temporary file,ENHANCEMENT
3389,Add volatile semantics to the count of CountingInput(Output)Stream,ENHANCEMENT
3390,toString for CharMatcher,ENHANCEMENT
3391,Runnables.emptyRunnable(),ENHANCEMENT
3392,Optional is not GWT-serializable,ENHANCEMENT
3393,Predicates.in(Iterable),ENHANCEMENT
3394,Event informing about exceptions in listener methods,ENHANCEMENT
3395,Make CacheBuilder Cache stats collection optional,ENHANCEMENT
3396,Add a null-safe hashCode(Object) helper method to Objects,ENHANCEMENT
3397,Objects.equalAny method,ENHANCEMENT
3398,"Improvement request: Cache.put(k, v) should return previous cache value",ENHANCEMENT
3399,Futures.immediateFailedFuture cannot hold an Error,ENHANCEMENT
3400,Event Bus Ordering of Listeners,ENHANCEMENT
3401,allow forced cache refresh,ENHANCEMENT
3402,Could you add helper methods for compareTo isBefore and isAfter or similar?,ENHANCEMENT
3403,Making abstract collection classes public,ENHANCEMENT
3404,Multiple hash iterations,ENHANCEMENT
3405,Enhancement - Internal Logging Facade (decouple from java.util.logging),ENHANCEMENT
3406,Make more collections GWT-serializable,ENHANCEMENT
3407,Provide BitUnit and ByteUnit (like java.util.concurrent.TimeUnit),ENHANCEMENT
3408,"Add Strings.replaceFirst/Last(String, CharSequence, CharSequence)",ENHANCEMENT
3409,Provide immutable MediaType class,ENHANCEMENT
3410,Should Set.filter return a SetView?,ENHANCEMENT
3411,Post an event to a specific object in an EventBus,ENHANCEMENT
3412,Support for custom annotations and/or HandlerFindingStrategy in EventBus,ENHANCEMENT
3413,subMultiMap for TreeMultiMap,ENHANCEMENT
3414,Knowing if an object was registered in the EventBus,ENHANCEMENT
3415,Could ImmutableMap.put() and other such methods be marked @Deprecated?,ENHANCEMENT
3416,Enums.values() method.,ENHANCEMENT
3417,Pre-populate Cache,ENHANCEMENT
3418,Sets.filter(SortedSet),ENHANCEMENT
3419,Provide custom exception handling in EventBus,ENHANCEMENT
3420,request for clone(),ENHANCEMENT
3421,MessageDigestAlgorithm,ENHANCEMENT
3422,Something about the new eventbus,ENHANCEMENT
3423,"Maps.computeIfAbsent(Map, K, Supplier)",ENHANCEMENT
3424,Make Ints.min() with no arguments not compile (etc.),ENHANCEMENT
3425,Reflection-based newInstanceSupplier(),ENHANCEMENT
3426,Provide Optionals,ENHANCEMENT
3427,Provide Hamcrest / JUnit matchers for Optional,ENHANCEMENT
3428,Supplier version of firstNonNull,ENHANCEMENT
3429,Bit manipulation for primitive types ,ENHANCEMENT
3430,Implement isAbsent() on Optional,ENHANCEMENT
3431,Make Stopwatch Serializable,ENHANCEMENT
3432,UnsignedInts are missing from the 10.0 release,ENHANCEMENT
3433,Doubles methods with tolerance?,ENHANCEMENT
3434,"Splitter.split() should return a lazy List, not Iterable",ENHANCEMENT
3435,Add omitEmptyStrings() method to Joiner,ENHANCEMENT
3436,Ordering.compoundShuffle,ENHANCEMENT
3437,Proposed New CaseFormat values,ENHANCEMENT
3438,Sets.intersect() doc doesn't state from where  the return value come from,ENHANCEMENT
3439,Feature request: clone serializable,ENHANCEMENT
3440,Mutable primitive wrappers,ENHANCEMENT
3441,Add `Itera[tor|ble]s.findOptional`,ENHANCEMENT
3442,Suggestion for Iterators and Iterables.findOnly,ENHANCEMENT
3443,Cache.cleanUp(),ENHANCEMENT
3444,Documentation: Objects#firstNonNull should mention Optional,ENHANCEMENT
3445,Sets.newLinkedHashSetWithExpectedSize,ENHANCEMENT
3446,"Add Sets.newTreeSet(comparator, elements)",ENHANCEMENT
3447,Strings.reverse,ENHANCEMENT
3448,Feature request: add Functions.toHashSet(),ENHANCEMENT
3449,Add Optional.presentInstances,ENHANCEMENT
3450,Optional.or(Supplier),ENHANCEMENT
3451,"Optional.transform(Function<X,Y>) -> Optional<Y>",ENHANCEMENT
3452,ImmutableSortedMap should implement NavigableMap,ENHANCEMENT
3453,Parse numbers from string without exception,ENHANCEMENT
3454,Finding the relationship between two ranges,ENHANCEMENT
3455,Add method to return multiple calls to `Supplier.get()` as an Iterable,ENHANCEMENT
3456,Support iterables of map entries in MapJoiner,ENHANCEMENT
3457,"Predicates lessThan, greaterThan etc",ENHANCEMENT
3458,Multimaps.filterXXX,ENHANCEMENT
3459,Consider adding Joiner overloads taking PrintWriter,ENHANCEMENT
3460,Convenience for Functions on single domain,ENHANCEMENT
3461,Make more classes serializable,ENHANCEMENT
3462,"Wanted in Iterables: Iterable<T> narrow(Iterable<?>, Class<? super T>)",ENHANCEMENT
3463,Trigger cache cleanup on reads of the *iterators* of the asMap view,ENHANCEMENT
3464,Overload of Maps.difference that accepts a custom Equivalence,ENHANCEMENT
3465,Ascii.caseInsensitiveEquivalence(),ENHANCEMENT
3466,Annotation: @Example,ENHANCEMENT
3467,Multisets javadoc might want to mention ConcurrentHashMultiset,ENHANCEMENT
3468,InetAddresses methods for String to int conversion,ENHANCEMENT
3469,Provide access to Expirable Entry age,ENHANCEMENT
3470,Consideration: Concurrent Callable Wrapper,ENHANCEMENT
3471,Aggregator Functions,ENHANCEMENT
3472,"Equivalences.onResultOf(Equivalence, Function)",ENHANCEMENT
3473,Preconditions.checkInstanceOf,ENHANCEMENT
3474,InetAddresses.isMappedIPv4Address(String),ENHANCEMENT
3475,Lists.newCopyOnWriteArrayList (+Set),ENHANCEMENT
3476,ImmutableMap uses more memory than necessary,ENHANCEMENT
3477,additional Strings.repeat() methods ,ENHANCEMENT
3478,NullPointerTester fails on @Nullable parameter without default value,ENHANCEMENT
3479,A sorted ComputingMap,ENHANCEMENT
3480,Strings.lenientSubstring(),ENHANCEMENT
3481,Feature request: interface (CollectionBuilder<T>) that ImmutableList.Builder<T> implements for generic building,ENHANCEMENT
3482,A Future that always times out,ENHANCEMENT
3483,MapSplitter,ENHANCEMENT
3484,Create equivalent to `Maps.uniqueIndex` that takes keys instead of values,ENHANCEMENT
3485,Make PatternFilenameFilter implement FileFilter,ENHANCEMENT
3486,Plain parameters API in CharStreams,ENHANCEMENT
3487,ImmutableSortedList,ENHANCEMENT
3488,Primitives toArray should take Collection<? extends Number>,ENHANCEMENT
3489,A generalized API for hash functions,ENHANCEMENT
3490,Iterables.consumingIterable(Iterable): special case or overload for PriorityQueue,ENHANCEMENT
3491,Consider protected visibility for AbstractExecutionThreadServices getServiceName method,ENHANCEMENT
3492,Add a way to apply multiple constraints,ENHANCEMENT
3493,Make ImmutableSortedMultiset public,ENHANCEMENT
3494,Add isInternetDomainName and isInternetAddress to HostSpecifier,ENHANCEMENT
3495,Services that are stopped cannot be restarted,ENHANCEMENT
3496,"Add a Function<Supplier<T>, T> to Suppliers",ENHANCEMENT
3497,Add escape functionality to Joiner and Splitter,ENHANCEMENT
3498,Tables.unmodifiableTable and unmodifiableRowSortedTable,ENHANCEMENT
3499,An Interner<String> which delegates to String.intern(),ENHANCEMENT
3500,Interners.asFunction(Interner),ENHANCEMENT
3501,ImmutableCollection.Builder interface,ENHANCEMENT
3502,Consider adding a ThreadLocal memoize supplier,ENHANCEMENT
3503,Define counterparts to various interfaces that rethrow exceptions.,ENHANCEMENT
3504,Futures.compose eagerly invokes get when using samethread executor,ENHANCEMENT
3505,Giving anonymous inner classes a name,ENHANCEMENT
3506,"Add Maps.newXxxMap(Map.Entry<K,V>... entries) & overload for Iterable<Map.Entry<K,V>>",ENHANCEMENT
3507,Objects.firstNonNull() Var Args,ENHANCEMENT
3508,General-purpose string replacer?,ENHANCEMENT
3509,Constraints.of(Predicate),ENHANCEMENT
3510,Inconsistent handling of contains(null) for collections.,ENHANCEMENT
3511,"Support ""recursive"" calls in MapMaker computingMap (ComputingCurrentHashMap)",ENHANCEMENT
3512,Add Interner#size(),ENHANCEMENT
3513,Multisets method request - highest/lowest frequency / element collection sorted by frequency,ENHANCEMENT
3514,Add functions to check blank Strings in com.google.common.base.Strings,ENHANCEMENT
3515,cartesianProduct fails on nulls,ENHANCEMENT
3516,MapMaker add ability allow key matching using equals rather than identity.,ENHANCEMENT
3517,"Add a Map<K,V> Maps.combinedValueIndex(Iterable<I>, Function<I,K>, Combiner<I,V>) for combination of multiple inputs per key into one value",ENHANCEMENT
3518,Ordering.immutableSortedCopy(),ENHANCEMENT
3519,RFE: Add support for Ranges,ENHANCEMENT
3520,ListenableFutureAdapter hard-codes Executor,ENHANCEMENT
3521,More efficient ByteArrayOutputStream,ENHANCEMENT
3522,Make ImmutableClassToInstanceMap Serializable,ENHANCEMENT
3523,SortedSets and SortedMaps classes with appropriate functionality,ENHANCEMENT
3524,GWT serialization checklist,ENHANCEMENT
3525,Serialization Refactoring Support,ENHANCEMENT
3526,MapMaker - removal notification,ENHANCEMENT
3527,Add exhaust() and extract() methods to Iterators and Iterables,ENHANCEMENT
3528,ImmutableCollection.asList(),ENHANCEMENT
3529,"Sets.transform(Set<F>, Converter<F, T>) or the equivalent - WontFix: Use ImmutableSet.copyOf(Collections2.transform(...))",ENHANCEMENT
3530,"Itera*s.getFirst(Iterator<T>, T) - and add the "", T"" overloads for get/getLast/getOnlyElement",ENHANCEMENT
3531,Add Pair class and Itera*s.pairUp(),ENHANCEMENT
3532,Allow pre-sizing for appropriate ImmutableCollection builders,ENHANCEMENT
3533,Resurrect Iterators.limit()/skip(),ENHANCEMENT
3534,customizable equals/hashCode for Maps/Collections,ENHANCEMENT
3535,"Itera*s.removeIf(Itera*, Predicate)",ENHANCEMENT
3536,"Table<R,C,V> - a two-tier map",ENHANCEMENT
3537,MapMaker to create a bounded cache (similar to LRU),ENHANCEMENT
3538,Request to add public constructors to implementation classes,ENHANCEMENT
3539,Joiner: support for Iterators,ENHANCEMENT
3540,Add function for cross product,ENHANCEMENT
3541,A way to do Iterables#find() with a default value,ENHANCEMENT
3542,Forwarding collections are easy to misuse,ENHANCEMENT
3543,MapMaker.expiration() applied from moment of last access,ENHANCEMENT
3544,Add Interner,ENHANCEMENT
3545,Concurrent MultiMap versions,ENHANCEMENT
3546,[RFE] Provide Objects#toString method.,ENHANCEMENT
3547,missing analogue of collatedIterator,ENHANCEMENT
3548,ListIterator that supports remove(),ENHANCEMENT
3549,ArrayDequeList,ENHANCEMENT
3550,Fail-fast iterator behavior,ENHANCEMENT
3551,All returned classes should override toString (consistently),ENHANCEMENT
3552,Permutations of a list,ENHANCEMENT
3553,ChainedSupplier,ENHANCEMENT
3554,Support for NavigableMap and NavigableSet in TreeMultimap,ENHANCEMENT
3555,Python-style zip and enumerate methods,ENHANCEMENT
3556,Copy arbitrary collections,ENHANCEMENT
3557,quickselect?,ENHANCEMENT
3558,"Add corresponding Queues class, a la Lists and Sets",ENHANCEMENT
3559,"Predicates.forFunction(Function<T, Boolean>)",ENHANCEMENT
3560,"Lists.charactersOf(CharSequence), returning List<Character>",ENHANCEMENT
3561,Creating immutable sorted sets from already-ordered data,ENHANCEMENT
3562,BloomFilter<E>,ENHANCEMENT
3563,FluentIterable,ENHANCEMENT
3564,Creation of annotation processors,INVALID
3565,"With eventbus, the sequence of events cannot be handled in the order of post?",INVALID
3566,LoadingCache.get(key)  return some Object guess,INVALID
3567,when compile the code，report an error,INVALID
3568,advice,INVALID
3569,Reload produces inconsistencies on Enum fields,BUG
3570,Guava cache never update,BUG
3571,Guava 28.2 adds DoNotMock Annotation to PeekingIterator which causes Jackson to fail to serialize,BUG
3572,Swarmup RateLimiter seems not work for large permitsPerSecond,BUG
3573,When will CacheLoader use load function,INVALID
3574,"No such bean: org.springframework.cloud.stream.binder.Binder<?, ?, ?>",INVALID
3575,Can LoadingCache reset expire time?,INVALID
3576,Files.touch causes unnecessary disk contention,ENHANCEMENT
3577,Consider adding RateLimiter cancel/clear or pause functionality.,INVALID
3578,Consider deleting MoreExecutors.platformThreadFactory(),INVALID
3579,add FutureCallback<Void> failed,INVALID
3580,Should SimpleTimeLimiter throw ExecutionException for unchecked exception?,INVALID
3581,com.google.common.collect.AbstractBiMap  crazy logic,INVALID
3582,Testlib 28.1-jre has no machine-readable licence,INVALID
3583,TimeLimiter.callWithTimeout  Not working,BUG
3584,Ints.join() why StringBuilder size is  array.length*5,INVALID
3585,Memory Leak Issue,BUG
3586,Method Maps.newHashMapWithExpectedSize can allocate too much memory for size of power of two,INVALID
3587,I don‘t really get the point of these changes. To me it seems that this was just the IDE showing up warnings tbh and that it was fixed without really considering if it makes it easier to read or not,INVALID
3588,Huawei can use this or not?,INVALID
3589,how to use new api ,INVALID
3590,Invalid OSGi headers in v27.1-jre,BUG
3591,Is jsr305 end-of-life?,INVALID
3592,Guava BaseEncoding.base64 roundtrip is not consistant ,INVALID
3593,Hello world,INVALID
3594,Unable to bulid at androidxcd,INVALID
3595,Java8 JaCoCo Coverage missing “new TypeToken” code inside anonymous class,BUG
3596,RateLimiter tryAcquire does not fail in multithreaded environment as expected,INVALID
3597,"OSGI: Upgrading from 24 to 27.0.1 fails with missing requirement [com.google.guava/27.0.1.jre] osgi.wiring.package; filter:=""(&(osgi.wiring.package=com.google.common.util.concurrent.internal)(version>=1.0.0)(!(version>=2.0.0)))""]",INVALID
3598,need some information regarding rate limiter comments,INVALID
3599,Guava Breaking in Kotlin Jar: java.lang.NoSuchMethodError,INVALID
3600,guava-26.0-android introduces jdk 1.8 jar,INVALID
3601,Can guava 25 support guava 19,INVALID
3602,jarroddeming@gmail.com account login account,INVALID
3603,POM file does not have a license section.,INVALID
3604,Not able to build the source code v18.0,INVALID
3605,RandomAccessFile.length(),INVALID
3606,Exception caught while taking screenshot in Appium,INVALID
3607,InternetDomainName.topPrivateDomain() Fails on Suffix .site,BUG
3608,Map generated by Multimap.asMap missing foreach method,INVALID
3609,LoadingCache code example has issues,INVALID
3610,Strange behavior on different JVM,INVALID
3611,eifjccgiieubtbindnijihfvehktcngrceffkbkjrcch,INVALID
3612,DECRYPTER ALGUEM ?,INVALID
3613,Guava Dependency Not Added to Classpath with ant+ivy repo and Gradle Plugin 3.0.x+,INVALID
3614,MediaType parse bug,BUG
3615,"Created by mistake, closing the issue",INVALID
3616,Small problem compiling in Fedora 26,INVALID
3617,Cannot compile Guava,INVALID
3618,Can i get a Generic Type Class from a T?,INVALID
3619,ServiceManager.awaitHealthy method is not working when run jetty embed.,BUG
3620,Guava / Spring GuavaCacheManager - CacheBuilder RemovalListener ClassCastException Possibility,INVALID
3621,Proposition of new component: Pivot Table,INVALID
3622,FluentIterable#isEmpty is misleading,BUG
3623,Feature Request:  Typescript port of library for use in client-side apps,INVALID
3624,Don't null-pad groups in Iterables.partition(),INVALID
3625,Exception handling is not very elegant,INVALID
3626,Characters from the unicode in cpXXX not displayed,INVALID
3627,Read file failed on android platform,INVALID
3628,X.tryParse inconsitencies,BUG
3629,Consider releasing SameThreadScheduledExecutorService,INVALID
3630,ListeningScheduledExecutorService schedule with Callable run once?,INVALID
3631,com.google.common.base not exported in MANIFEST.MF,INVALID
3632,the implementation of ExpiringMemoringSupplier‘s get method,INVALID
3633,GWT can't compile ImmutableMap in 19.0-rc1,BUG
3634,java.lang.NoSuchMethodError: com.google.common.util.concurrent.Futures.withFallback,BUG
3635,Version information missing,INVALID
